	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	fdr_p
ZZ_gjo_need_homes	0	0	0	0	0	0	0	0	0	0	26978	49352	0	31003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3577.76666666667	11357.2185269024	3.48799081439604	0.0449354027491315	1	0.0738851090755785
Ribosome_LSU_mitochondrial	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0.333333333333333	1.06133726101046	3.46153846153846	0.045890745664966	1	0.0752926086884074
CBSS-280355.3.peg.2835	0	0	0	0	0	0	533	0	0	0	900	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.5	276.671440894966	3.42228139387739	0.04734897218842	1	0.0775173237987523
Isoprenoid_Biosynthesis	0	124458	0	87660	0	0	35687	0	0	0	26849	77150	115163	0	62209	0	0	0	0	87214	0	0	0	0	0	0	0	54436	114435	0	0	26175.3666666667	42085.1081029066	3.41364702900137	0.0476763306885385	1	0.0778850402196383
Beta-Glucoside_Metabolism	16034	8255	10195	7408	12314	13424	11398	0	1985	0	10416	12067	11104	7203	6509	0	31296	0	14573	8714	0	0	0	0	0	0	10525	6285	11588	10500	7831.5	7393.1	7056.94773499725	3.38814925812331	0.04865730862656	1	0.0793166450299624
PFGI-1-like_cluster_1	4850	3238	12956	0	128	141	113	0	0	3	0	300	0	1735	154	0	0	0	152	0	0	0	0	188	0	0	111	0	3888	114	1.5	935.7	2586.25236987608	3.3700080637189	0.0493684460441494	1	0.0803031804752473
CTP_synthase_(EC_6.3.4.2)_cluster	33516	35261	35931	30575	29237	36729	24561	26757	35760	23676	22705	37313	72505	21751	23297	30428	25071	33448	33097	34639	20486	0	0	33196	19570	23555	19029	20332	29668	19074	27997	27705.5666666667	12532.6445173734	3.34941909288571	0.0501890858102605	1	0.0814632270753265
Staphylococcal_phi-Mu50B-like_prophages	15649	13904	11755	15400	12252	15814	19321	16053	15547	12398	20826	30986	31130	9880	15830	18119	13135	18353	16644	15720	10926	14324	12600	12392	10354	10903	14889	16195	13290	14830	15144.5	15647.3	4952.98961025665	3.2237964488774	0.0555245553967982	1	0.0899307969888313
Methanopterin_biosynthesis2	12485	0	0	10008	0	0	11080	0	0	0	0	0	0	7044	9101	0	6657	0	0	11161	0	0	0	10852	0	0	9859	7925	11061	0	0	3574.43333333333	4902.32639132957	3.18741349862893	0.0571812972138876	1	0.0924166807849185
YggW	0	0	0	0	0	0	14888	0	0	0	0	0	35747	0	17545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2272.66666666667	7548.41194686275	3.11637608915532	0.0605711257086594	1	0.0976870495471571
Hfl_operon	0	0	0	0	0	0	1147	0	0	0	990	0	2448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.833333333333	511.5113564879	3.05842545586012	0.0634963661548466	1	0.102187357845804
Polyadenylation_specificity_factor	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	28	0	0	0	0	0	2.63333333333333	8.82974336071507	3.04455526044772	0.0642187816473598	1	0.103131009509955
Sporulation_Cluster	0	0	0	45535	42554	49996	0	0	0	0	0	0	79505	0	44612	0	0	0	50617	0	0	0	0	0	0	0	0	0	43873	0	0	11889.7333333333	22698.2475260541	2.98931577067021	0.0671846879633944	1	0.107665948152755
A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins	0	0	61464	0	70126	0	13450	0	0	0	520	19604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11645	61535	0	0	7944.8	19730.5432111459	2.97852804870308	0.0677808896185371	1	0.10839222432669
Two-component_regulatory_systems_in_Campylobacter	76	183	4290	1695	38	43	739	0	458	0	323	726	235	258	215	0	0	0	120	1634	0	0	0	0	0	0	393	473	114	387	117	413.333333333333	850.455307400135	2.95256266850679	0.0692393368089383	1	0.110491404844579
Malonate_decarboxylase	0	0	0	0	0	0	0	630	0	0	0	0	0	0	0	0	168	730	0	0	0	0	0	0	0	0	0	0	0	0	0	50.9333333333333	174.217251082413	2.90017025843508	0.072285811221574	1	0.115110598541918
Housecleaning_nucleoside_triphosphate_pyrophosphatases	0	0	0	0	0	0	0	0	0	0	0	0	19734	4202	0	0	0	0	0	0	0	0	0	15722	0	0	0	0	0	0	0	1321.93333333333	4555.57109431982	2.84809010835545	0.0754572661847483	1	0.11990903096025
Multidrug_Resistance_Efflux_Pumps	0	0	0	0	0	0	0	0	0	0	933	0	2290	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.033333333333	462.841484992308	2.83405556815322	0.076337245832268	1	0.120946446676006
ClpAS_cluster	0	13012	0	0	0	0	15356	0	0	0	0	0	25283	0	12110	0	0	0	13361	0	0	0	0	12634	0	0	0	0	0	0	0	3058.53333333333	6561.37223207281	2.83068197508548	0.0765504125707021	1	0.120946446676006
Nudix_proteins_(nucleoside_triphosphate_hydrolases)	14736	0	0	12647	0	0	2423	0	5692	0	0	0	23604	9107	0	0	4872	0	22266	0	0	0	0	11751	0	0	0	5585	17968	4812	0	4515.43333333333	7140.39492621373	2.8300758582144	0.0765887788977344	1	0.120946446676006
Sporulation-associated_proteins_with_broader_functions	0	9207	8705	0	0	0	1027	0	0	0	840	2320	0	0	1311	0	0	0	0	0	0	0	0	0	0	0	1583	1445	7728	1574	0	1191.33333333333	2583.91873382049	2.81051782649131	0.077837926768051	1	0.1226635103746
Respiratory_Complex_I	0	0	0	0	0	0	0	0	0	0	17864	8039	0	0	12711	0	0	0	6114	0	0	0	0	0	0	0	0	0	0	0	0	1490.93333333333	4218.23654879728	2.70579331334307	0.0849096172401685	1	0.133530061966904
Siderophore_Pyoverdine	8	6	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	13	0	5	14	0	2.13333333333333	3.91930089942452	2.65744223535733	0.0884047526578735	1	0.13873872156246
H2:CoM-S-S-HTP_oxidoreductase	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0.566666666666667	2.02881540659149	2.5984015984016	0.0928835169109971	1	0.145466334335818
YgjD_and_YeaZ	0	0	0	0	16353	0	0	0	0	0	0	0	0	0	0	0	0	0	19792	0	0	0	0	13187	0	0	0	0	17563	0	0	2229.83333333333	5849.65401324836	2.53116235551851	0.0982829552159372	1	0.153605113512743
ABC_transporter_oligopeptide_(TC_3.A.1.5.1)	36441	0	0	34767	0	0	0	0	0	0	0	16966	16537	22499	11991	0	0	0	0	35408	0	0	0	0	0	0	0	8124	0	0	0	6091.1	11677.6802146895	2.42893504592882	0.107148196812889	1	0.167115911901584
Proteasome_archaeal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	32	70	0	0	2	0	0	0	0	0	0	3.73333333333333	13.8637043697049	2.38297872340425	0.111410082028548	1	0.173406246771333
Archaeal_membrane_bound_hydrogenases	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	84	8	0	0	0	14	0	0	0	0	10	0	0	0	0	0	4.16666666666667	15.5099152565179	2.36961833347375	0.112682991263005	1	0.17431368852522
Energy-conserving_hydrogenase_(ferredoxin)_Ech	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	84	8	0	0	0	14	0	0	0	0	10	0	0	0	0	0	4.16666666666667	15.5099152565179	2.36961833347375	0.112682991263005	1	0.17431368852522
Mebrane_bound_hydrogenases	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	84	8	0	0	0	14	0	0	0	0	10	0	0	0	0	0	4.16666666666667	15.5099152565179	2.36961833347375	0.112682991263005	1	0.17431368852522
L-Cystine_Uptake_and_Metabolism	0	0	0	0	17993	18298	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	8797	0	12585	8682	0	2223.46666666667	5322.42844323278	2.33491511986406	0.116062892008288	1	0.179176521674709
CBSS-222523.1.peg.1311	53101	0	0	0	56977	0	43758	0	0	0	0	0	85654	0	43131	0	0	0	0	0	0	0	0	0	0	0	0	39051	53184	0	0	12495.2	24102.7727241723	2.30690127247036	0.118870714840028	1	0.183138215139718
A_Glutathione-dependent_Thiol_Reductase_Associated_with_a_Step_in_Lysine_Biosynthesis	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	80	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4.2	15.8884039258305	2.28161727133367	0.121467622779796	1	0.186759549831816
Siderophore_Achromobactin	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0.507416263404925	2.25000000000001	0.12480107894794	1	0.187760971124349
CBSS-316057.3.peg.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11663	0	0	0	0	0	0	0	0	11571	0	0	0	0	0	0	0	774.466666666667	2947.35212238601	2.24995590272997	0.124805796232448	1	0.187760971124349
YbbK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11663	0	0	0	0	0	0	0	0	11571	0	0	0	0	0	0	0	774.466666666667	2947.35212238601	2.24995590272997	0.124805796232448	1	0.187760971124349
Staphylococcus_aureus_hypothetical_repetitive_gene_loci	0	0	32280	0	32558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2161.26666666667	8225.04492360998	2.24994829733574	0.124806609835245	1	0.187760971124349
Polyprenyl_Diphosphate_Biosynthesis	0	0	0	13180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12955	0	0	0	0	0	0	0	0	0	0	0	871.166666666667	3315.46264606786	2.24979156419478	0.12482337795601	1	0.187760971124349
Arsenic_resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	101	0	6.8	25.8795619000386	2.24972970375532	0.124829996771233	1	0.187760971124349
Hypothetical_Related_to_Dihydroorotate_dehydrogenase	0	0	0	0	5778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5526	0	0	376.8	1434.34008375353	2.24860311837194	0.124950602790505	1	0.187760971124349
Acetyl-CoA_fermentation_to_Butyrate	0	0	0	0	0	0	5114	0	0	0	5363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349.233333333333	1329.45214755691	2.24841251067888	0.124971020575197	1	0.187760971124349
Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	0	0	0	32.6333333333333	124.248494983831	2.24753482896813	0.125065083579249	1	0.187760971124349
CBSS-87626.3.peg.3639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725	0	0	681	0	46.8666666666667	178.450366582233	2.24724896627824	0.125095736502859	1	0.187760971124349
Heme,_hemin_uptake_and_utilization_systems_in_GramNegatives	0	0	0	0	0	0	0	0	0	0	8193	0	0	0	8949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571.4	2176.79700794381	2.24454294235822	0.125386302253711	1	0.187760971124349
Histidine_Biosynthesis	0	0	0	0	0	0	15649	0	0	0	0	0	0	0	17236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096.16666666667	4176.79738789664	2.24346887159689	0.125501834047904	1	0.187760971124349
Leucine_Degradation_and_HMG-CoA_Metabolism	0	0	0	0	42111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37961	0	0	2669.06666666667	10172.0650869592	2.24247040574306	0.125609335996738	1	0.187760971124349
Sporulation_draft	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	9.6	36.5943278061807	2.2413528055342	0.125729782121501	1	0.187760971124349
D-ribose_utilization	0	0	5401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4803	0	0	340.133333333333	1296.79830493341	2.24038180631644	0.125834529460646	1	0.187760971124349
Polyhydroxybutyrate_metabolism	0	6699	4046	7034	0	0	489	0	0	0	0	0	3711	2655	1303	0	0	0	0	0	0	0	0	0	0	0	0	2431	0	0	0	945.6	1970.17703738032	2.23634746840818	0.126270741789571	1	0.188041694059911
Isoleucine_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14586	0	0	0	0	0	0	0	0	12238	0	0	0	0	0	0	0	894.133333333333	3416.67214308504	2.2286547175303	0.127107027373656	1	0.188915934802414
CBSS-258594.1.peg.3339	2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2338	0	0	172.866666666667	661.264761693432	2.2231249541463	0.127711846998061	1	0.189443405136067
CBSS-194948.1.peg.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	194	0	11.6666666666667	44.6784167080732	2.21732834560155	0.128349172829456	1	0.189525329512389
Sporulation_gene_orphans	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	4.2	16.0889767360697	2.21580547112462	0.128517175949034	1	0.189525329512389
CBSS-316273.3.peg.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0.3	1.14921262400498	2.21580547112462	0.128517175949035	1	0.189525329512389
Phage_introns	0	0	10	0	41	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	4.5	14.8364648638135	2.20943544123813	0.129222480668897	1	0.190195418149561
Synechocystis_experimental	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0.233333333333333	0.897634182970313	2.19402985074627	0.130945467752067	1	0.192357877046641
PFGI-1-like_cluster_2	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1076	0	0	85.2333333333333	328.696242053708	2.18158814473119	0.132354980106774	1	0.194052369286141
SpoVS_protein_family	2	5	0	0	0	0	0	0	0	60	0	0	0	3	2	7	0	3	0	13	0	0	70	0	0	0	0	0	2	0	0	5.56666666666667	16.4456960795288	2.15866372872332	0.134994929305606	1	0.197540842497392
Capsular_Polysaccharides_Biosynthesis_and_Assembly	0	0	0	14542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21926	0	0	1215.6	4726.62575278565	2.14031501144195	0.137148695010368	1	0.20030580119048
CBSS-203122.12.peg.188	0	0	0	0	0	0	0	0	0	0	0	243	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	51.5666666666667	201.055436399385	2.1268177509837	0.138756548245638	1	0.202264353019603
Conjugative_transfer_related_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21207	0	0	0	0	0	0	0	13252	0	0	0	0	0	0	1148.63333333333	4494.33205104579	2.10947323149113	0.1408524923714	1	0.204925507135358
Lipopolysaccharide_assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13667	0	1196.7	4691.05869346326	2.10048844702828	0.14195157837734	1	0.206128920325717
Phenol_hydroxylase	0	0	0	0	0	0	38	0	0	0	0	0	1382	0	0	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0	0	71.5666666666667	280.777453085036	2.09640326436008	0.142454351578876	1	0.206463477049307
Adhesion_of_Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332	2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.1	468.70182786957	2.08159033577375	0.144293517071288	1	0.208729935000069
Vibrio_pathogenicity_island	3	2	8	10	3	2	0	0	0	0	8	38	16	0	4	0	0	0	0	0	0	0	0	3	2	20	9	0	6	11	2	4.83333333333333	8.13711519386084	2.069854045288	0.145768795565355	1	0.210462375311502
Glutathione-regulated_potassium-efflux_system_and_associated_functions	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	646	0	0	0	0	0	35	0	0	0	419	0	0	36.9666666666667	138.110271618141	2.04014888284798	0.149575687861119	1	0.215548234598342
D-allose_utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	8	0	0	12	0	4	90	0	0	0	0	33	0	8.03333333333333	23.7174216970147	1.93911287778409	0.163344400791463	1	0.234943179886013
dTDP-rhamnose_synthesis	36449	30394	27492	30683	27612	36607	36559	0	28887	36017	35432	45483	74404	21924	29168	0	47995	45230	45153	36634	39810	0	0	27965	46053	0	23725	26735	32043	23796	30538.5	29741.6666666667	16880.2564805922	1.91178336881526	0.167298397375412	1	0.240174593201823
Lipid_A_modifications	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1614	0	0	0	0	20	0	0	670	0	0	0	0	0	0	76.8	314.990355626853	1.89326757796772	0.170035585951974	1	0.243642673254436
Selenocysteine_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38239	0	0	0	0	0	0	0	0	0	16738	0	0	1832.56666666667	7523.83052515568	1.88886737695071	0.170693116191357	1	0.244123362401979
CO2_uptake,_carboxysome	147	0	9	22	0	0	19	0	0	0	112	277	0	0	55	0	0	0	0	32	0	0	0	38	0	0	0	0	114	0	0	27.5	60.9152888345209	1.8404328226291	0.178114016290487	1	0.254256919676439
Biofilm_formation_in_Staphylococcus	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233333333333333	0.971430986184577	1.8298755186722	0.179777109048019	1	0.256148587703757
Unknown_carbohydrate_utilization_containing_Fructose-bisphosphate_aldolase	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	22	0	0	47	0	0	0	0	2	0	2.43333333333333	9.32805680075764	1.82202131965996	0.181025199034863	1	0.257442965982038
Fatty_acid_metabolism_cluster	0	0	0	38	0	0	33	0	48	0	0	0	31	49	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	7.13333333333333	15.2964574067136	1.81068026073876	0.182843825746043	1	0.259542359392324
Coenzyme_F420_synthesis	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0.5	2.1131770492269	1.76855895196507	0.189772027030489	1	0.268873264465627
Beta-lactamase	0	0	0	0	0	0	0	0	0	0	0	145	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4	78.0179466533182	1.75561638784254	0.1919570736435	1	0.271461682503308
Sortase	0	0	0	0	0	0	0	28	0	0	0	0	0	0	20	6	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	10.9126626859145	1.74350171652771	0.194026848934235	1	0.273877749519833
Lysozyme_inhibitors	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	64	0	0	52	0	0	0	0	0	0	16.7333333333333	70.1810139043579	1.72760813325036	0.196778674315513	1	0.277245790206615
Peripheral_Glucose_Catabolism_Pathways	0	0	0	0	0	0	18	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46666666666667	10.6309026876377	1.69221260815822	0.203058875151208	1	0.285563316075353
Vibrio_Core_Oligosaccharide_Biosynthesis	0	50169	0	0	0	0	0	0	0	0	0	0	0	19063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39701	0	0	3631.1	11833.5427911364	1.67588929112064	0.206027339244474	1	0.289201339161688
Type_I_protein_secretion_systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	13	0	0	0	0	0	0	0.566666666666667	2.45909057108143	1.66623959000641	0.207804073112949	1	0.291156168982653
COG0398	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0.733333333333333	3.20488133443597	1.64006024096385	0.212707709820009	1	0.297476834028721
Benzoate_catabolism	0	0	0	0	0	0	6	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	3.95099289136113	1.62360801781737	0.215852858985555	1	0.30131946060967
Hydroxyaromatic_decarboxylase_family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	89	0	0	0	0	0	0	0	0	0	13.9666666666667	61.858840046949	1.5917499539112	0.222086040275585	1	0.309450769354584
Fatty_acid_degradation_regulons	0	0	0	0	0	0	421	0	0	0	0	0	0	0	1675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.8666666666667	312.742345570029	1.55448216276469	0.229624003824418	1	0.319366963117264
(GlcNAc)2_Catabolic_Operon	0	0	0	0	0	0	0	0	0	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	46.0666666666667	207.403144546596	1.53457182403305	0.233763396394017	1	0.324528671184368
Pyruvate_Alanine_Serine_Interconversions	0	54172	0	0	0	0	0	0	0	0	0	0	0	0	25297	0	0	0	0	0	0	0	0	33084	0	0	19626	0	0	19090	0	5042.3	12670.845093744	1.52834590241018	0.235074169634319	1	0.325751774374432
The_usher_protein_HtrE_fimbrial_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	0	0	71	0	0	107	0	0	0	0	0	0	33.3666666666667	150.907480981202	1.51915799850712	0.23702298521117	1	0.327852961295743
Glutamate_dehydrogenases	29276	28291	26360	24826	23686	29093	25767	27485	28543	24024	17361	37282	47051	17330	25001	0	25507	30916	29263	27157	22014	25313	25279	21290	23273	0	15205	21187	25627	15320	25296	23957.5666666667	8963.36860815994	1.51347146188768	0.238237825859766	1	0.328933100185251
Experimental-PTPS	0	0	0	18392	0	0	0	0	0	0	0	17446	0	0	14146	0	0	0	0	16325	0	0	0	0	0	0	0	11469	0	0	0	2592.6	5986.0015991334	1.50627891416961	0.239783990207927	1	0.330465935595653
Central_meta-cleavage_pathway_of_aromatic_compound_degradation	0	0	0	0	0	0	0	0	0	0	12	0	2622	0	0	0	660	0	0	0	0	0	0	1069	0	0	0	5	0	0	0	145.6	519.1980952093	1.5016253472175	0.240790096320707	1	0.331250259548269
Orphan_regulatory_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3334	0	0	0	0	19	0	0	706	0	0	0	0	0	0	135.3	617.703485947525	1.48773183068929	0.243820960542222	1	0.334812116106892
Carbon_monoxide_induced_hydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0.566666666666667	2.59553108422831	1.47700170357751	0.246189771714865	1	0.337453611139001
Hexose_Phosphate_Uptake_System	2297	0	3900	0	0	0	0	0	0	0	0	0	0	0	0	0	4197	0	0	0	0	0	0	0	0	0	0	0	2166	0	0	418.666666666667	1137.66428395573	1.38700235421237	0.267059421887938	1	0.36539899240263
Type_1_pili_(mannose-sensitive_fimbriae,_gamma-fimbriae)	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1365	0	0	0	0	83	0	0	121	0	0	0	0	0	0	52.6666666666667	249.25147712817	1.37396681579906	0.270236472698947	1	0.369079723073517
Synthesis_of_osmoregulated_periplasmic_glucans	0	0	0	0	7629	0	0	0	4173	0	0	0	0	2819	0	0	2499	0	6868	0	0	0	0	6252	14	0	0	0	0	0	0	1008.46666666667	2240.33791683514	1.3471220556119	0.276907750008273	1	0.377510925370992
Inner_membrane_protein_YhjD_and_conserved_cluster_involved_in_LPS_biosynthesis	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1236	0	0	0	0	92	0	0	83	0	0	0	0	0	0	47.1	225.640903298536	1.33758918907089	0.279319174983021	1	0.380114783908672
Uncharacterized_sugar_kinase_cluster_(ygc)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1187	5	0	0	0	58	0	0	106	0	0	0	0	0	0	45.2	216.739379487646	1.33486744269111	0.280011797436675	1	0.38037444884767
CBSS-323097.3.peg.2594	0	0	0	0	0	0	0	0	560	0	0	0	0	119	272	0	0	0	0	0	0	0	0	0	0	0	248	0	0	259	0	48.6	125.872294341363	1.32768898017257	0.28184741666775	1	0.382183080204212
Glycine_Biosynthesis	32220	28510	25806	22478	23505	29066	27167	32550	29253	29766	26509	39400	51077	14297	26089	41417	32083	40815	31870	28827	25889	30719	28593	19976	26426	31080	22133	23564	26993	21613	28551.5	28989.7	7164.56782222838	1.31644380716867	0.284748974212017	1	0.385428075808409
Sugar-phosphate_stress_regulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	14	0	0	23	0	0	0	0	0	0	10.8333333333333	52.5711887354421	1.30032897211602	0.288963106127224	1	0.39043499900969
Dimethylarginine_metabolism	0	0	0	0	756	0	0	0	902	0	0	0	0	0	0	2534	0	0	0	0	4986	0	0	0	1447	1203	2819	0	0	2744	0	579.7	1197.73125043804	1.29090648741329	0.291458141769633	1	0.393105465233776
Curli_production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	5	0	0	20	0	0	0	0	0	0	8.03333333333333	39.4553290254402	1.26651870840188	0.29802401084769	1	0.401247247286943
Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	339	0	0	0	0	21	0	0	15	0	0	0	0	0	0	12.5666666666667	61.826611463491	1.26177251299837	0.299320190028145	1	0.402277844044919
F_plasmid_replication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	22	0	0	55	0	0	0	0	0	0	25.7333333333333	126.854228949211	1.25636184942179	0.300805224489412	1	0.403558159580485
The_fimbrial_Sfm_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	643	0	0	0	0	70	0	0	0	0	0	0	0	0	0	23.8333333333333	117.636518882159	1.25289838398499	0.301759975196582	1	0.40383011618189
Putative_diaminopropionate_ammonia-lyase_cluster	0	0	0	0	0	0	8	34	0	0	33	0	19	0	0	2	3723	59	0	0	0	181	0	0	150	0	0	0	0	0	0	140.3	678.019995127801	1.25176378126198	0.302073451022601	1	0.40383011618189
Ycd_cluster_(_putative_2-hydroxyacid_dehydrogenase_)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	20	0	0	14	0	0	0	0	0	0	11.8	58.3741794596396	1.24672688925146	0.303469307167218	1	0.404981927522449
CBSS-316057.3.peg.1308	0	619	0	0	0	0	0	0	0	0	0	0	0	469	12	0	0	0	0	541	0	0	0	0	0	0	0	0	0	0	0	54.7	166.731696508761	1.24226181099136	0.304712492227135	1	0.405926307747221
YjbEFGH_Locus_Involved_in_Exopolysaccharide_Production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	43	0	0	6	0	0	0	0	0	0	17.8	88.5914294912908	1.23033216615595	0.308060901398436	1	0.409593341000062
